 VARIABLES = "X" "Y" "RHO" "U" "V" "pres"
 Zone I=          41 , J=          99 , F=POINT
  0.02884615 -0.36214726  1.39604786  0.44815363  0.04614500  1.30955174
  0.02884615 -0.34403990  1.30457264  0.41082358  0.06175147  1.08342066
  0.02884615 -0.32593254  1.08577384  0.31193318  0.07398494  0.80284130
  0.02884615 -0.30782517  0.89962314  0.37714233  0.05770168  0.59670262
  0.02884615 -0.28971781  0.83226298  0.42736527 -0.03286530  0.52564462
  0.02884615 -0.27161045  0.87056321  0.38028756 -0.07307140  0.57187469
  0.02884615 -0.25350308  0.93685936  0.42032281  0.07917190  0.65398168
  0.02884615 -0.23539572  0.95807818  0.53375673  0.08899583  0.67495534
  0.02884615 -0.21728836  1.03493766  0.59173104  0.08424213  0.75732787
  0.02884615 -0.19918100  0.99860896  0.59518469  0.05820532  0.72051340
  0.02884615 -0.18107363  0.94936898  0.60158327  0.08967762  0.66220451
  0.02884615 -0.16296627  0.97255548  0.58556762  0.15470678  0.69236669
  0.02884615 -0.14485891  0.87973664  0.55843981  0.11781689  0.59446278
  0.02884615 -0.12675154  0.76859286  0.58840108  0.04296661  0.47329088
  0.02884615 -0.10864418  0.72915254  0.68275748 -0.01428881  0.43144892
  0.02884615 -0.09053682  0.74302424  0.65032803  0.02399065  0.44598171
  0.02884615 -0.07242945  0.73994243  0.60685184 -0.00533904  0.44413450
  0.02884615 -0.05432209  0.80033090  0.62922955  0.02409062  0.50848924
  0.02884615 -0.03621473  0.81885415  0.64312058  0.06617842  0.52249344
  0.02884615 -0.01810736  0.75494344  0.68931872  0.01748172  0.45318088
  0.02884615  0.00000000  0.72937354  0.73738986 -0.00002413  0.42683145
  0.02884615  0.01810736  0.75493098  0.68933877 -0.01748031  0.45316756
  0.02884615  0.03621473  0.81882375  0.64315035 -0.06615882  0.52246032
  0.02884615  0.05432209  0.80032835  0.62924256 -0.02408853  0.50848544
  0.02884615  0.07242945  0.73993559  0.60684564  0.00536360  0.44412749
  0.02884615  0.09053682  0.74302758  0.65030397 -0.02400201  0.44598488
  0.02884615  0.10864418  0.72917826  0.68276411  0.01425020  0.43147745
  0.02884615  0.12675154  0.76858565  0.58844687 -0.04297900  0.47328532
  0.02884615  0.14485891  0.87967133  0.55850228 -0.11784705  0.59439030
  0.02884615  0.16296627  0.97258339  0.58557402 -0.15473895  0.69239175
  0.02884615  0.18107363  0.94938148  0.60162218 -0.08962399  0.66220406
  0.02884615  0.19918100  0.99854831  0.59520783 -0.05817561  0.72043794
  0.02884615  0.21728836  1.03495763  0.59171183 -0.08426465  0.75734583
  0.02884615  0.23539572  0.95810313  0.53375415 -0.08894660  0.67498080
  0.02884615  0.25350308  0.93684192  0.42024153 -0.07918679  0.65397321
  0.02884615  0.27161045  0.87059346  0.38014085  0.07297888  0.57191221
  0.02884615  0.28971781  0.83237991  0.42727018  0.03284211  0.52577289
  0.02884615  0.30782517  0.89972326  0.37720558 -0.05776541  0.59681306
  0.02884615  0.32593254  1.08579291  0.31201948 -0.07404024  0.80285861
  0.02884615  0.34403990  1.30453690  0.41083542 -0.06172100  1.08336458
